Across Area,Density of water,Cable section diameter,Modulus of elasticity,2-order moments of cross-section,Mass of element,Additional mass of element,Cdt,Cdn,Cdb,pi,Gravity,Weight of element(Gx),Weight of element(Gy),Weight of element(Gz)
0.000271,1025,0.0225,8847000,0.0000000113,0.4,0.277,0.015,1.55,1.55,3.1415926,9.81,1.21,0,0
