Across Area,Density of water,Cable section diameter,Modulus of elasticity,2-order moments of cross-section,Mass of element,Additional mass of element,Weight of element,Cdt,Cdn,Cdb,pi,Gravity
2.71E-04,1025,0.0225,2.80E+09,1.13E-08,0.4,-0.277,1.21,-0.01,-0.12,-0.12,3.1415926,9.81
